,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
417,Colin Blackwell,28,2TM,C,58,10,10,20,0,14,8,0,2,1,10,0,0,77,13.0,126,692:10,11:56,83,86,49.1,24,91,18,17,,blackco01
417,Colin Blackwell,28,SEA,C,39,8,9,17,1,4,6,0,2,1,9,0,0,61,13.1,97,487:04,12:29,39,45,46.4,16,57,12,12,,blackco01
417,Colin Blackwell,28,TOR,C,19,2,1,3,-1,10,2,0,0,0,1,0,0,16,12.5,29,205:06,10:48,44,41,51.8,8,34,6,5,,blackco01
418,Nico Sturm,26,2TM,C,74,9,11,20,-7,14,7,1,1,0,11,0,0,101,8.9,150,880:55,11:54,312,277,53.0,29,99,10,16,,sturmni01
418,Nico Sturm,26,MIN,C,53,9,8,17,-5,8,7,1,1,0,8,0,0,73,12.3,111,612:04,11:33,194,179,52.0,22,61,6,11,,sturmni01
418,Nico Sturm,26,COL,C,21,0,3,3,-2,6,0,0,0,0,3,0,0,28,0.0,39,268:51,12:48,118,98,54.6,7,38,4,5,,sturmni01
419,Tyson Jost,23,2TM,C,80,8,12,20,2,34,8,0,0,2,11,0,1,97,8.2,157,1025:36,12:49,172,254,40.4,37,55,38,10,,jostty01
419,Tyson Jost,23,COL,C,59,6,8,14,2,30,6,0,0,0,7,0,1,76,7.9,115,755:46,12:49,118,182,39.3,29,44,29,7,,jostty01
419,Tyson Jost,23,MIN,C,21,2,4,6,0,4,2,0,0,2,4,0,0,21,9.5,42,269:50,12:51,54,72,42.9,8,11,9,3,,jostty01
420,Daniel Sprong,24,2TM,RW,63,14,6,20,0,8,12,2,0,0,6,0,0,153,9.2,269,818:12,12:59,0,4,0.0,12,43,20,24,,spronda01
420,Daniel Sprong,24,WSH,RW,47,8,6,14,6,8,8,0,0,0,6,0,0,102,7.8,179,599:07,12:45,0,2,0.0,12,35,15,17,,spronda01
420,Daniel Sprong,24,SEA,RW,16,6,0,6,-6,0,4,2,0,0,0,0,0,51,11.8,90,219:05,13:42,0,2,0.0,0,8,5,7,,spronda01
421,Kieffer Bellows,23,NYI,LW,45,6,13,19,-1,19,6,0,0,2,9,4,0,79,7.6,146,533:54,11:52,0,1,0.0,14,103,6,26,,belloki01
422,Sam Carrick,29,ANA,C,64,11,8,19,-12,85,11,0,0,0,8,0,0,80,13.8,139,733:54,11:28,204,209,49.4,21,122,14,14,,carrisa01
423,Ian Cole,32,CAR,D,75,2,17,19,15,83,2,0,0,1,16,0,1,77,2.6,180,1286:24,17:09,0,0,,104,110,29,48,,coleia01
424,Alexander Edler,35,LAK,D,41,3,16,19,18,34,3,0,0,1,15,0,1,54,5.6,119,756:58,18:28,0,0,,70,56,9,16,,edleral01
425,Loui Eriksson,36,ARI,LW,73,3,16,19,-18,6,2,0,1,0,15,1,0,81,3.7,122,943:11,12:55,20,16,55.6,23,17,22,26,,erikslo01
426,Adam Erne,26,DET,LW,79,6,13,19,-22,34,6,0,0,1,13,0,0,108,5.6,176,1057:17,13:23,34,31,52.3,43,161,24,20,,ernead01
427,Radek Faksa,28,DAL,C,77,5,14,19,-20,52,3,1,1,1,13,0,1,89,5.6,150,1214:12,15:46,383,312,55.1,68,129,27,27,,faksara01
428,Nick Holden,34,OTT,D,76,5,14,19,0,12,5,0,0,1,14,0,0,75,6.7,169,1508:30,19:51,0,1,0.0,112,115,16,48,,holdeni01
429,Henri Jokiharju,22,BUF,D,60,3,16,19,-8,20,3,0,0,0,12,4,0,83,3.6,146,1312:46,21:53,0,0,,60,73,12,36,,jokihhe01
430,Zack Kassian,31,EDM,RW,58,6,13,19,2,63,4,2,0,1,13,0,0,58,10.3,103,683:30,11:47,3,4,42.9,6,154,13,22,,kassiza01
431,Casey Mittelstadt,23,BUF,C,40,6,13,19,-14,4,5,1,0,1,7,6,0,79,7.6,120,644:49,16:07,202,250,44.7,12,19,13,17,,mitteca01
432,Marcus Pettersson,25,PIT,D,72,2,17,19,8,38,2,0,0,0,17,0,0,83,2.4,189,1127:10,15:39,0,0,,74,122,17,14,,pettema01
433,Derek Stepan,31,CAR,C,58,9,10,19,0,14,9,0,0,0,10,0,0,96,9.4,145,626:09,10:48,248,196,55.9,25,29,22,13,,stepade01
434,Evgeny Svechnikov,25,WPG,LW,72,7,12,19,-4,38,7,0,0,1,12,0,0,78,9.0,123,774:22,10:45,3,4,42.9,22,104,24,28,,svechev01
435,Jakub Vrána,25,DET,LW,26,13,6,19,-8,16,8,5,0,3,5,1,0,65,20.0,107,388:16,14:56,1,2,33.3,9,14,12,16,,vranaja01
436,Zach Whitecloud,25,VEG,D,59,8,11,19,21,20,7,0,1,1,11,0,0,94,8.5,188,1108:52,18:48,0,0,,115,98,13,26,,whiteza01
437,Keith Yandle,35,PHI,D,77,1,18,19,-47,14,0,1,0,0,8,10,0,105,1.0,233,1076:23,13:59,0,0,,40,29,11,39,,yandlke01
438,Derick Brassard,34,2TM,C,46,8,11,19,4,16,7,1,0,1,10,1,0,62,12.9,91,593:47,12:55,169,161,51.2,6,82,10,10,,brassde01
438,Derick Brassard,34,PHI,C,31,6,10,16,6,10,5,1,0,0,9,1,0,46,13.0,65,445:28,14:22,158,150,51.3,4,61,9,8,,brassde01
438,Derick Brassard,34,EDM,C,15,2,1,3,-2,6,2,0,0,1,1,0,0,16,12.5,26,148:19,9:53,11,11,50.0,2,21,1,2,,brassde01
439,Michael Amadio,25,2TM,C,56,11,7,18,1,15,11,0,0,2,7,0,0,64,17.2,109,680:57,12:10,30,42,41.7,16,42,26,11,,amadimi01
439,Michael Amadio,25,TOR,C,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,3,27:29,9:10,0,2,0.0,0,3,1,2,,amadimi01
439,Michael Amadio,25,VEG,C,53,11,7,18,0,15,11,0,0,2,7,0,0,62,17.7,106,653:28,12:20,30,40,42.9,16,39,25,9,,amadimi01
440,Brian Dumoulin,30,PIT,D,76,3,15,18,24,24,3,0,0,0,15,0,0,91,3.3,185,1658:29,21:49,0,0,,139,88,34,46,,dumoubr01
441,Trent Frederic,23,BOS,C,60,8,10,18,10,57,8,0,0,1,10,0,0,100,8.0,157,699:13,11:39,35,54,39.3,22,119,23,12,,fredetr01
442,Zemgus Girgensons,28,BUF,C,56,10,8,18,-7,27,7,3,0,1,7,1,0,92,10.9,145,828:12,14:47,143,144,49.8,25,81,24,10,,girgeze01
443,Erik Gustafsson,29,CHI,D,59,3,15,18,-4,14,3,0,0,0,11,4,0,79,3.8,173,956:52,16:13,0,0,,55,45,10,39,,gustaer02
444,Nils Höglander,21,VAN,LW,60,10,8,18,-6,24,9,1,0,0,6,2,0,132,7.6,190,785:20,13:05,0,1,0.0,16,41,25,25,,hoglani01
445,Kaapo Kakko,20,NYR,RW,43,7,11,18,9,10,6,1,0,2,10,1,0,62,11.3,113,664:10,15:27,1,6,14.3,15,8,12,15,,kakkoka01
446,Ryan Lomberg,27,FLA,LW,55,9,9,18,4,92,9,0,0,1,8,0,1,91,9.9,162,627:20,11:24,1,6,14.3,7,117,18,9,,lombery01
447,Scott Mayfield,29,NYI,D,61,3,15,18,-5,55,3,0,0,2,14,0,1,80,3.8,202,1205:49,19:46,0,0,,109,77,15,53,,mayfisc01
448,Connor McMichael,21,WSH,C,68,9,9,18,-3,10,9,0,0,0,9,0,0,105,8.6,163,711:50,10:28,148,197,42.9,22,46,15,10,,mcmicco01
449,Brayden McNabb,31,VEG,D,69,3,15,18,10,42,3,0,0,0,14,0,1,85,3.5,195,1359:18,19:42,0,0,,179,154,37,28,,mcnabbr01
450,Tyler Myers,31,VAN,D,82,1,17,18,15,66,1,0,0,0,16,1,0,128,0.8,257,1802:13,21:59,0,0,,148,145,32,56,,myersty01
451,Jan Rutta,31,TBL,D,76,3,15,18,25,47,3,0,0,0,15,0,0,86,3.5,198,1245:26,16:23,0,0,,71,93,6,18,,ruttaja02
452,Chris Tierney,27,OTT,C,70,6,12,18,-12,14,3,3,0,2,10,2,0,72,8.3,121,869:01,12:25,264,267,49.7,30,42,23,34,,tiernch01
453,Nathan Bastian,24,2TM,RW,72,12,6,18,-12,65,9,3,0,1,5,1,0,97,12.4,165,857:10,11:54,23,25,47.9,40,210,13,15,,bastina01
453,Nathan Bastian,24,SEA,RW,12,1,1,2,-1,31,1,0,0,0,1,0,0,10,10.0,16,110:50,9:14,2,2,50.0,6,16,3,1,,bastina01
453,Nathan Bastian,24,NJD,RW,60,11,5,16,-11,34,8,3,0,1,4,1,0,87,12.6,149,746:20,12:26,21,23,47.7,34,194,10,14,,bastina01
454,Justin Braun,34,2TM,D,69,6,12,18,2,36,6,0,0,0,12,0,0,73,8.2,160,1348:43,19:33,0,0,,121,87,16,32,,braunju01
454,Justin Braun,34,PHI,D,61,5,11,16,3,36,5,0,0,0,11,0,0,67,7.5,148,1221:46,20:02,0,0,,114,79,12,28,,braunju01
454,Justin Braun,34,NYR,D,8,1,1,2,-1,0,1,0,0,0,1,0,0,6,16.7,12,126:57,15:52,0,0,,7,8,4,4,,braunju01
455,Andreas Athanasiou,27,LAK,C,28,11,6,17,7,4,11,0,0,3,5,1,0,71,15.5,123,426:33,15:14,13,7,65.0,10,11,15,9,,athanan01
456,Bowen Byram,20,COL,D,30,5,12,17,7,12,4,1,0,2,12,0,0,49,10.2,102,564:14,18:48,0,0,,26,53,14,11,,byrambo01
457,Sean Couturier,29,PHI,C,29,6,11,17,-6,14,4,2,0,2,7,3,1,79,7.6,136,591:26,20:24,238,190,55.6,18,22,25,17,,coutuse01
458,Brandon Duhaime,24,MIN,RW,80,6,11,17,-2,122,6,0,0,1,11,0,0,91,6.6,161,817:27,10:13,8,20,28.6,18,201,16,13,,duhaibr01
459,Martin Fehérváry,22,WSH,D,79,8,9,17,15,26,7,0,1,2,8,0,1,96,8.3,181,1552:35,19:39,0,0,,117,251,14,36,Calder-14,feherma01
460,Erik Gudbranson,30,CGY,D,78,6,11,17,15,68,6,0,0,0,11,0,0,129,4.7,268,1414:52,18:08,0,0,,92,145,20,42,,gudbrer01
461,Brad Hunt,33,VAN,D,50,3,14,17,-3,12,3,0,0,0,12,2,0,67,4.5,127,762:39,15:15,0,0,,48,22,11,19,,huntbr01
462,Dryden Hunt,26,NYR,LW,76,6,11,17,-10,52,6,0,0,2,11,0,0,94,6.4,177,933:50,12:17,5,15,25.0,17,153,21,20,,huntdr01
463,Janne Kuokkanen,23,NJD,C,57,6,11,17,-10,10,4,1,1,1,11,0,0,64,9.4,109,769:01,13:29,2,14,12.5,22,33,26,11,,kuokkja01
464,Matthew Nieto,29,SJS,LW,70,6,11,17,-20,19,6,0,0,0,11,0,0,82,7.3,120,1008:15,14:24,2,11,15.4,47,96,21,17,,nietoma01
465,Tomáš Nosek,29,BOS,C,75,3,14,17,-9,32,3,0,0,1,12,0,2,84,3.6,156,1000:38,13:21,362,310,53.9,34,85,27,22,,nosekto01
466,Jamie Oleksiak,29,SEA,D,72,1,16,17,-1,54,1,0,0,0,15,0,1,95,1.1,176,1391:58,19:20,0,0,,86,182,32,51,,oleksja01
467,Jacob Peterson,22,DAL,C,65,12,5,17,-1,12,12,0,0,5,4,1,0,85,14.1,146,719:06,11:04,59,56,51.3,23,22,13,17,,peterja01
468,Ryan Poehling,23,MTL,C,57,9,8,17,-21,6,7,2,0,1,8,0,0,91,9.9,137,695:08,12:12,227,262,46.4,28,40,21,24,,poehlry01
469,Mike Reilly,28,BOS,D,70,4,13,17,-1,32,3,0,1,0,10,3,0,135,3.0,230,1327:01,18:57,0,0,,54,94,19,35,,reillmi01
470,David Savard,31,MTL,D,62,3,14,17,-22,36,3,0,0,0,13,0,1,66,4.5,127,1289:01,20:47,0,0,,127,134,7,63,,savarda01
471,Luke Schenn,32,VAN,D,66,5,12,17,15,61,4,0,1,1,12,0,0,78,6.4,163,1135:51,17:13,0,0,,96,273,7,42,,schenlu01
472,Riley Sheahan,30,SEA,C,69,4,13,17,6,2,4,0,0,0,11,0,2,69,5.8,109,831:05,12:03,263,296,47.0,28,16,18,12,Byng-63,sheahri01
473,Trevor van Riemsdyk,30,WSH,D,72,1,16,17,-3,40,1,0,0,0,15,0,1,75,1.3,147,1257:42,17:28,0,0,,129,25,30,19,,vanritr01
474,Jason Zucker,30,PIT,LW,41,8,9,17,-2,15,6,2,0,0,9,0,0,102,7.8,146,607:38,14:49,4,11,26.7,20,66,15,22,,zuckeja01
475,Casey Cizikas,30,NYI,C,74,10,6,16,-3,48,9,0,1,3,6,0,0,91,11.0,147,1017:16,13:45,534,427,55.6,43,138,33,32,,cizikca01
476,Max Comtois,23,ANA,LW,52,6,10,16,-17,46,6,0,0,0,8,2,0,72,8.3,130,735:02,14:08,22,24,47.8,17,111,9,34,,comtoma01
477,Morgan Frost,22,PHI,C,55,5,11,16,-11,14,4,1,0,0,10,1,0,85,5.9,152,765:44,13:55,226,241,48.4,29,44,27,22,,frostmo01
478,Luke Glendening,32,DAL,C,82,9,7,16,-17,15,9,0,0,1,5,0,2,116,7.8,193,1157:29,14:07,425,299,58.7,59,179,17,14,,glendlu01
479,Radko Gudas,31,FLA,D,77,3,13,16,27,105,2,0,1,0,13,0,0,100,3.0,222,1387:12,18:01,0,0,,118,355,28,57,,gudasra01
480,Curtis Lazar,26,BOS,C,70,8,8,16,-2,16,8,0,0,0,7,0,1,95,8.4,147,839:35,12:00,136,142,48.9,51,186,17,11,,lazarcu01
481,Trevor Lewis,35,CGY,C,80,6,10,16,-1,12,5,0,1,1,9,1,0,108,5.6,180,1026:31,12:50,77,105,42.3,40,176,11,9,,lewistr01
482,Michael Raffl,33,DAL,LW,76,7,9,16,-19,16,6,0,1,2,7,0,2,94,7.4,151,1104:45,14:32,14,12,53.8,34,141,36,36,Selke-27,rafflmi01
483,Rasmus Ristolainen,27,PHI,D,66,2,14,16,-9,38,2,0,0,0,13,1,0,97,2.1,200,1415:06,21:26,0,0,,125,230,12,33,,ristora01
484,Rasmus Sandin,21,TOR,D,51,5,11,16,9,4,5,0,0,3,8,3,0,46,10.9,122,864:56,16:58,0,0,,39,88,18,24,Byng-57,sandira01
485,Wayne Simmonds,33,TOR,RW,72,5,11,16,-7,96,5,0,0,2,10,1,0,79,6.3,133,671:47,9:20,3,3,50.0,11,148,15,18,,simmowa01
486,Marc Staal,35,DET,D,71,3,13,16,-1,28,3,0,0,1,13,0,0,76,3.9,141,1236:58,17:25,0,0,,75,94,13,29,,staalma01
487,Austin Watson,30,OTT,LW,67,10,6,16,-3,91,9,0,1,1,6,0,0,88,11.4,148,803:26,11:59,7,13,35.0,63,213,15,15,,watsoau01
488,Andrew Cogliano,34,2TM,LW,74,4,12,16,-18,20,3,0,1,0,11,0,1,75,5.3,128,937:34,12:40,8,13,38.1,31,104,29,23,,coglian01
488,Andrew Cogliano,34,SJS,LW,56,4,11,15,-16,12,3,0,1,0,10,0,1,58,6.9,102,739:16,13:12,8,12,40.0,21,82,24,19,,coglian01
488,Andrew Cogliano,34,COL,LW,18,0,1,1,-2,8,0,0,0,0,1,0,0,17,0.0,26,198:18,11:01,0,1,0.0,10,22,5,4,,coglian01
489,Josh Manson,30,2TM,D,67,6,10,16,-11,65,6,0,0,0,10,0,0,92,6.5,172,1271:30,18:59,0,0,,70,179,38,43,,mansojo01
489,Josh Manson,30,ANA,D,45,4,5,9,0,53,4,0,0,0,5,0,0,61,6.6,118,888:37,19:45,0,0,,45,116,26,32,,mansojo01
489,Josh Manson,30,COL,D,22,2,5,7,-11,12,2,0,0,0,5,0,0,31,6.5,54,382:53,17:24,0,0,,25,63,12,11,,mansojo01
490,Brandon Carlo,25,BOS,D,79,6,9,15,2,31,5,0,1,0,8,1,0,125,4.8,213,1556:43,19:42,0,0,,104,143,32,25,,carlobr01
491,Cal Clutterbuck,34,NYI,RW,59,6,9,15,-6,10,5,0,1,1,9,0,0,74,8.1,113,828:28,14:03,11,4,73.3,23,229,21,14,,cluttca01
492,Carl Grundström,24,LAK,RW,54,9,6,15,4,26,9,0,0,1,6,0,0,83,10.8,139,588:03,10:53,6,13,31.6,19,134,13,9,,grundca01
493,Darren Helm,35,COL,C,68,7,8,15,-5,14,6,0,1,1,7,0,1,93,7.5,146,717:29,10:33,103,130,44.2,27,114,25,7,,helmda01
494,Caleb Jones,24,CHI,D,51,5,10,15,-3,18,5,0,0,1,9,1,0,57,8.8,100,852:56,16:43,0,0,,58,77,17,31,,jonesca01
495,Juho Lammikko,26,VAN,RW,75,7,8,15,-6,14,7,0,0,2,8,0,0,67,10.4,118,920:53,12:17,354,340,51.0,46,93,17,9,,lammiju01
496,Ryan Lindgren,23,NYR,D,78,4,11,15,18,48,4,0,0,1,11,0,0,73,5.5,154,1567:51,20:06,0,0,,141,129,19,32,,lindgry01
497,Jordan Martinook,29,CAR,LW,59,6,9,15,1,22,6,0,0,2,9,0,0,77,7.8,152,660:51,11:12,23,28,45.1,11,83,11,15,,martijo01
498,J.J. Moser,21,ARI,D,43,4,11,15,-10,16,3,1,0,1,10,1,0,40,10.0,99,803:47,18:42,0,0,,55,32,10,24,,moserja01
499,Tyler Motte,26,2TM,C,58,7,8,15,2,22,6,0,1,1,8,0,0,101,6.9,178,812:39,14:01,11,8,57.9,58,117,29,18,,mottety01
499,Tyler Motte,26,VAN,C,49,7,8,15,3,22,6,0,1,1,8,0,0,83,8.4,146,699:41,14:17,6,6,50.0,51,90,27,17,,mottety01
499,Tyler Motte,26,NYR,C,9,0,0,0,-1,0,0,0,0,0,0,0,0,18,0.0,32,112:58,12:33,5,2,71.4,7,27,2,1,,mottety01
500,Andrew Peeke,23,CBJ,D,82,2,13,15,-14,60,2,0,0,0,13,0,0,72,2.8,167,1761:05,21:29,0,0,,169,191,15,31,,peekean01
501,Brandon Tanev,30,SEA,LW,30,9,6,15,4,13,6,2,1,3,6,0,0,51,17.6,77,437:04,14:34,1,1,50.0,22,98,10,11,,tanevbr01
502,Joe Veleno,22,DET,C,66,8,7,15,-14,22,8,0,0,0,7,0,0,73,11.0,125,872:09,13:13,222,238,48.3,25,123,19,12,,velenjo01
503,Jimmy Vesey,28,NJD,LW,68,8,7,15,-24,12,6,0,2,2,7,0,0,110,7.3,185,980:50,14:25,18,43,29.5,29,85,57,33,,veseyji02
504,Zach Aston-Reese,27,2TM,C,69,5,10,15,9,28,5,0,0,0,10,0,0,78,6.4,130,899:35,13:02,4,4,50.0,42,231,19,10,,astonza01
504,Zach Aston-Reese,27,PIT,C,52,2,9,11,8,22,2,0,0,0,9,0,0,52,3.8,89,671:34,12:55,3,2,60.0,32,187,13,7,,astonza01
504,Zach Aston-Reese,27,ANA,C,17,3,1,4,1,6,3,0,0,0,1,0,0,26,11.5,41,228:01,13:25,1,2,33.3,10,44,6,3,,astonza01
505,Ilya Lyubushkin,27,2TM,D,77,2,13,15,-2,51,2,0,0,0,12,0,1,54,3.7,104,1344:14,17:27,0,0,,92,187,15,37,,lyubuil01
505,Ilya Lyubushkin,27,ARI,D,46,0,9,9,-6,26,0,0,0,0,8,0,1,33,0.0,60,833:32,18:07,0,0,,60,94,12,15,,lyubuil01
505,Ilya Lyubushkin,27,TOR,D,31,2,4,6,4,25,2,0,0,0,4,0,0,21,9.5,44,510:42,16:28,0,0,,32,93,3,22,,lyubuil01
506,Joel Armia,28,MTL,RW,60,6,8,14,-15,14,4,1,1,0,6,2,0,103,5.8,179,823:18,13:43,3,14,17.6,27,104,30,28,,armiajo01
507,Ethan Bear,24,CAR,D,58,5,9,14,1,20,5,0,0,2,8,1,0,97,5.2,186,932:39,16:05,0,0,,41,55,16,28,,bearet01
508,Erik Brännström,22,OTT,D,53,0,14,14,-17,30,0,0,0,0,8,6,0,86,0.0,168,1047:34,19:46,0,0,,59,39,10,36,,branner01
509,Zdeno Chára,44,NYI,D,72,2,12,14,8,85,2,0,0,0,12,0,0,81,2.5,172,1348:41,18:44,0,0,,90,125,14,45,,charazd01
510,Egor Chinakhov,20,CBJ,RW,62,7,7,14,-27,16,6,1,0,1,7,0,0,98,7.1,189,775:11,12:30,0,6,0.0,16,50,19,19,,chinaye01
511,Justin Danforth,28,CBJ,RW,45,10,4,14,-5,10,10,0,0,1,3,1,0,72,13.9,131,565:42,12:34,107,92,53.8,22,85,15,2,,danfoju01
512,Mario Ferraro,23,SJS,D,63,2,12,14,-5,16,2,0,0,1,12,0,0,49,4.1,108,1449:12,23:00,0,0,,151,140,31,35,,ferrama01
513,Derek Forbort,29,BOS,D,76,4,10,14,2,48,4,0,0,1,9,0,1,64,6.3,132,1376:14,18:07,0,0,,100,133,15,32,,forbode01
514,Carl Hagelin,33,WSH,LW,53,3,11,14,10,20,3,0,0,1,10,0,1,71,4.2,117,754:34,14:14,4,10,28.6,12,32,14,15,,hagelca01
515,Nicolas Hague,23,VEG,D,52,4,10,14,6,38,4,0,0,0,10,0,0,116,3.4,239,970:23,18:40,0,0,,80,57,25,23,,hagueni01
516,Maxim Mamin,27,FLA,C,40,7,7,14,8,13,7,0,0,0,7,0,0,49,14.3,81,476:07,11:54,0,2,0.0,17,59,9,19,,maminma01
517,Michael McCarron,26,NSH,RW,51,7,7,14,10,70,6,0,1,2,6,1,0,51,13.7,84,529:51,10:23,192,161,54.4,31,116,14,19,,mccarmi01
518,Colin Miller,29,BUF,D,38,2,12,14,-2,21,2,0,0,0,9,3,0,48,4.2,102,721:19,18:59,0,0,,42,50,6,13,,milleco02
519,Jake Muzzin,32,TOR,D,47,3,11,14,-6,16,3,0,0,0,10,0,1,75,4.0,166,974:12,20:44,0,0,,60,105,12,44,,muzzija01
520,Marco Scandella,31,STL,D,70,3,11,14,17,18,3,0,0,0,9,0,2,76,3.9,142,1269:30,18:08,0,0,,70,106,18,38,,scandma01
521,Jonas Siegenthaler,24,NJD,D,70,1,13,14,-5,42,1,0,0,0,12,0,1,92,1.1,190,1439:05,20:34,0,0,,106,98,17,52,,siegejo01
522,Dominic Toninato,27,WPG,C,77,7,7,14,1,22,6,0,1,1,3,1,3,44,15.9,88,646:41,8:24,87,118,42.4,32,92,11,10,,tonindo01
523,Marc-Édouard Vlasic,34,SJS,D,75,3,11,14,-22,18,3,0,0,0,11,0,0,63,4.8,145,1141:09,15:13,0,0,,90,54,17,31,,vlasima01
524,Adam Gaudette,25,2TM,C,58,5,9,14,-9,17,3,2,0,1,9,0,0,94,5.3,162,656:32,11:19,56,71,44.1,10,72,21,17,,gaudead01
524,Adam Gaudette,25,CHI,C,8,1,1,2,-3,4,0,1,0,0,1,0,0,10,10.0,19,84:10,10:31,2,3,40.0,1,9,3,1,,gaudead01
524,Adam Gaudette,25,OTT,C,50,4,8,12,-6,13,3,1,0,1,8,0,0,84,4.8,143,572:22,11:27,54,68,44.3,9,63,18,16,,gaudead01
525,Jacob Middleton,26,2TM,D,66,4,10,14,10,82,4,0,0,0,8,1,1,73,5.5,124,1233:10,18:41,0,0,,124,118,27,19,,middlja01
525,Jacob Middleton,26,SJS,D,45,3,6,9,3,69,3,0,0,0,4,1,1,51,5.9,85,857:02,19:03,0,0,,89,89,19,14,,middlja01
525,Jacob Middleton,26,MIN,D,21,1,4,5,7,13,1,0,0,0,4,0,0,22,4.5,39,376:08,17:55,0,0,,35,29,8,5,,middlja01
526,Nick Bjugstad,29,MIN,C,57,7,6,13,-2,20,6,1,0,0,6,0,0,81,8.6,129,584:51,10:16,141,114,55.3,14,99,18,13,,bjugsni01
527,Erik Černák,24,TBL,D,55,1,12,13,7,46,1,0,0,0,12,0,0,86,1.2,176,1053:25,19:09,0,0,,73,165,21,17,,cernaer01
528,Dylan Coghlan,23,VEG,D,59,3,10,13,-5,18,1,2,0,1,8,2,0,108,2.8,218,837:49,14:12,0,0,,61,62,20,28,,coghldy01
529,Michael Del Zotto,31,OTT,D,26,3,10,13,-4,4,2,1,0,0,9,1,0,35,8.6,81,474:40,18:15,0,0,,34,42,5,17,,delzomi01
530,Dylan DeMelo,28,WPG,D,76,1,12,13,10,28,0,0,1,0,11,0,1,78,1.3,141,1405:56,18:30,0,0,,108,113,17,49,,demeldy01
531,Nick Foligno,34,BOS,LW,64,2,11,13,-13,61,2,0,0,0,10,1,0,99,2.0,149,797:40,12:28,22,17,56.4,31,164,22,14,,foligni01
532,Jansen Harkins,24,WPG,C,77,7,6,13,-8,15,7,0,0,0,6,0,0,67,10.4,142,729:42,9:29,28,16,63.6,18,51,26,24,,harkija01
533,Ben Hutton,28,VEG,D,58,3,10,13,7,32,3,0,0,0,10,0,0,78,3.8,166,896:59,15:28,0,0,,72,49,16,19,,huttobe01
534,Rasmus Kupari,21,LAK,C,57,5,8,13,-5,18,3,1,1,1,6,2,0,51,9.8,99,672:42,11:48,129,174,42.6,17,68,10,19,,kuparra01
535,Brendan Lemieux,25,LAK,LW,50,8,5,13,1,97,8,0,0,2,5,0,0,65,12.3,132,537:15,10:45,11,13,45.8,17,122,11,17,,lemiebr01
536,Gustav Lindström,23,DET,D,63,1,12,13,-12,22,1,0,0,0,12,0,0,41,2.4,79,1015:17,16:07,0,0,,77,59,9,23,,lindsgu01
537,Steven Lorentz,25,CAR,C,67,8,5,13,0,8,8,0,0,1,5,0,0,80,10.0,142,729:32,10:53,51,61,45.5,13,67,24,17,,lorenst01
538,Niko Mikkola,25,STL,D,54,3,10,13,-6,55,2,0,1,0,10,0,0,58,5.2,110,916:48,16:59,0,0,,81,109,7,25,,mikkoni01
539,Ryan Reaves,35,NYR,RW,69,5,8,13,-13,43,5,0,0,0,8,0,0,44,11.4,73,734:47,10:39,5,5,50.0,16,279,11,21,,reavery01
540,Alexander Romanov,22,MTL,D,79,3,10,13,-9,53,3,0,0,0,10,0,0,107,2.8,244,1611:09,20:24,0,0,,144,227,24,78,,romanal01
541,Chad Ruhwedel,31,PIT,D,78,4,9,13,2,14,4,0,0,0,9,0,0,82,4.9,181,1195:47,15:20,0,0,,86,149,19,21,,ruhwech01
542,Logan Stanley,23,WPG,D,58,1,12,13,1,44,1,0,0,1,11,0,1,80,1.3,180,907:25,15:39,0,0,,100,131,13,56,,stanllo01
543,Sam Lafferty,26,2TM,C,56,5,8,13,-16,37,5,0,0,1,8,0,0,80,6.3,123,759:59,13:34,108,155,41.1,26,137,23,19,,laffesa01
543,Sam Lafferty,26,PIT,C,10,0,2,2,0,16,0,0,0,0,2,0,0,9,0.0,16,87:05,8:43,13,24,35.1,2,34,2,1,,laffesa01
543,Sam Lafferty,26,CHI,C,46,5,6,11,-16,21,5,0,0,1,6,0,0,71,7.0,107,672:54,14:38,95,131,42.0,24,103,21,18,,laffesa01
544,Nicolas Deslauriers,30,2TM,LW,81,8,5,13,-11,113,7,0,1,1,5,0,0,90,8.9,158,920:36,11:22,1,3,25.0,49,263,7,14,,deslani01
544,Nicolas Deslauriers,30,ANA,LW,61,5,5,10,-9,90,4,0,1,0,5,0,0,72,6.9,126,710:04,11:38,1,3,25.0,34,210,4,11,,deslani01
544,Nicolas Deslauriers,30,MIN,LW,20,3,0,3,-2,23,3,0,0,1,0,0,0,18,16.7,32,210:32,10:32,0,0,,15,53,3,3,,deslani01
545,Dominik Simon,27,2TM,C,72,3,10,13,0,34,3,0,0,1,9,1,0,88,3.4,138,740:35,10:17,9,12,42.9,38,72,22,20,,simondo01
545,Dominik Simon,27,PIT,C,55,3,6,9,0,28,3,0,0,1,5,1,0,67,4.5,102,530:25,9:39,5,10,33.3,25,55,17,13,,simondo01
545,Dominik Simon,27,ANA,C,17,0,4,4,0,6,0,0,0,0,4,0,0,21,0.0,36,210:10,12:22,4,2,66.7,13,17,5,7,,simondo01
546,Sebastian Aho,25,NYI,D,36,2,10,12,-6,10,2,0,0,0,8,2,0,34,5.9,76,592:23,16:27,0,0,,42,32,8,27,,ahose02
